1(String),2(String),3(String),4(String),6(Int),7(Int),8(Int),9(Int),10(Int),11(Int)
d1gted2,1gte,D:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
d1h7xa2,1h7x,A:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
d1h7xb2,1h7x,B:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
d1h7xc2,1h7x,C:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
d1h7xd2,1h7x,D:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
d1gtha2,1gth,A:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
d1gthb2,1gth,B:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
d1gthc2,1gth,C:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
d1gthd2,1gth,D:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
d1gt8a2,1gt8,A:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
d1gt8b2,1gt8,B:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
d1gt8c2,1gt8,C:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
d1gt8d2,1gt8,D:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
d1ea0a2,1ea0,A:423-1193,c.1.4.1,51349,51350,51395,51396,69381,69382
d1ea0b2,1ea0,B:423-1193,c.1.4.1,51349,51350,51395,51396,69381,69382
d1ofda2,1ofd,A:431-1239,c.1.4.1,51349,51350,51395,51396,69381,75055
d1ofdb2,1ofd,B:431-1239,c.1.4.1,51349,51350,51395,51396,69381,75055
d1ofea2,1ofe,A:431-1239,c.1.4.1,51349,51350,51395,51396,69381,75055
d1ofeb2,1ofe,B:431-1239,c.1.4.1,51349,51350,51395,51396,69381,75055
d1llwa2,1llw,A:439-1239,c.1.4.1,51349,51350,51395,51396,69381,75055
d1lm1a2,1lm1,A:439-1239,c.1.4.1,51349,51350,51395,51396,69381,75055
d1llza2,1llz,A:439-1239,c.1.4.1,51349,51350,51395,51396,69381,75055
d1p0ka_,1p0k,A:,c.1.4.1,51349,51350,51395,51396,89454,89455
d1p0kb_,1p0k,B:,c.1.4.1,51349,51350,51395,51396,89454,89455
d1p0na_,1p0n,A:,c.1.4.1,51349,51350,51395,51396,89454,89455
d1p0nb_,1p0n,B:,c.1.4.1,51349,51350,51395,51396,89454,89455
d1vhna_,1vhn,A:,c.1.4.1,51349,51350,51395,51396,102044,102045
d1viza_,1viz,A:,c.1.4.1,51349,51350,51395,51396,102046,102047
d1vizb_,1viz,B:,c.1.4.1,51349,51350,51395,51396,102046,102047
d1eepa_,1eep,A:,c.1.5.1,51349,51350,51412,51413,51414,51415
d1eepb_,1eep,B:,c.1.5.1,51349,51350,51412,51413,51414,51415
d1zfja1,1zfj,"A:2-94,A:221-492",c.1.5.1,51349,51350,51412,51413,51414,51416
d1me8a1,1me8,"A:2-101,A:222-492",c.1.5.1,51349,51350,51412,51413,51414,51417
d1me7a1,1me7,"A:2-107,A:220-492",c.1.5.1,51349,51350,51412,51413,51414,51417
d1ak5_1,1ak5,"2-101,222-483",c.1.5.1,51349,51350,51412,51413,51414,51417
d1pvna1,1pvn,"A:2-99,A:231-494",c.1.5.1,51349,51350,51412,51413,51414,51417
d1pvnb1,1pvn,"B:2-99,B:231-494",c.1.5.1,51349,51350,51412,51413,51414,51417
d1pvnc1,1pvn,"C:2-99,C:231-494",c.1.5.1,51349,51350,51412,51413,51414,51417
d1pvnd1,1pvn,"D:2-99,D:231-494",c.1.5.1,51349,51350,51412,51413,51414,51417
d1meha1,1meh,"A:2-106,A:222-483",c.1.5.1,51349,51350,51412,51413,51414,51417
d1meia1,1mei,"A:2-101,A:222-483",c.1.5.1,51349,51350,51412,51413,51414,51417
d1me9a1,1me9,"A:2-101,A:222-483",c.1.5.1,51349,51350,51412,51413,51414,51417
d1mewa1,1mew,"A:2-101,A:222-483",c.1.5.1,51349,51350,51412,51413,51414,51417
d1lrta1,1lrt,"A:2-100,A:231-485",c.1.5.1,51349,51350,51412,51413,51414,51417
d1lrtb1,1lrt,"B:2-100,B:231-485",c.1.5.1,51349,51350,51412,51413,51414,51417
d1lrtc1,1lrt,"C:2-100,C:231-485",c.1.5.1,51349,51350,51412,51413,51414,51417
d1lrtd1,1lrt,"D:2-100,D:231-485",c.1.5.1,51349,51350,51412,51413,51414,51417
d1jcna1,1jcn,"A:10-111,A:232-499",c.1.5.1,51349,51350,51412,51413,51414,89456
d1jcnb1,1jcn,"B:10-111,B:232-499",c.1.5.1,51349,51350,51412,51413,51414,89456
d1b3oa1,1b3o,"A:10-109,A:232-499",c.1.5.1,51349,51350,51412,51413,51414,51418
d1b3ob1,1b3o,"B:10-111,B:232-499",c.1.5.1,51349,51350,51412,51413,51414,51418
d1nf7a1,1nf7,"A:10-111,A:232-514",c.1.5.1,51349,51350,51412,51413,51414,51418
d1nf7b1,1nf7,"B:10-111,B:232-514",c.1.5.1,51349,51350,51412,51413,51414,51418
d1nfba1,1nfb,"A:10-111,A:232-498",c.1.5.1,51349,51350,51412,51413,51414,51418
d1nfbb1,1nfb,"B:10-111,B:232-498",c.1.5.1,51349,51350,51412,51413,51414,51418
d1jr1a1,1jr1,"A:17-112,A:233-514",c.1.5.1,51349,51350,51412,51413,51414,63902
d1jr1b1,1jr1,"B:11-112,B:233-514",c.1.5.1,51349,51350,51412,51413,51414,63902
d1bd0a2,1bd0,A:12-244,c.1.6.1,51349,51350,51419,51420,51421,51422
d1bd0b2,1bd0,B:12-244,c.1.6.1,51349,51350,51419,51420,51421,51422
d1sfta2,1sft,A:12-244,c.1.6.1,51349,51350,51419,51420,51421,51422
d1sftb2,1sft,B:12-244,c.1.6.1,51349,51350,51419,51420,51421,51422
d1l6fa2,1l6f,A:12-244,c.1.6.1,51349,51350,51419,51420,51421,51422
d1l6fb2,1l6f,B:12-244,c.1.6.1,51349,51350,51419,51420,51421,51422
d1l6ga2,1l6g,A:12-244,c.1.6.1,51349,51350,51419,51420,51421,51422
d1l6gb2,1l6g,B:12-244,c.1.6.1,51349,51350,51419,51420,51421,51422
d2sfpa2,2sfp,A:12-244,c.1.6.1,51349,51350,51419,51420,51421,51422
d2sfpb2,2sfp,B:12-244,c.1.6.1,51349,51350,51419,51420,51421,51422
d1ftxa2,1ftx,A:12-244,c.1.6.1,51349,51350,51419,51420,51421,51422
d1vhca_,1vhc,A:,c.1.10.1,51349,51350,51569,51570,102092,102093
d1vhcb_,1vhc,B:,c.1.10.1,51349,51350,51569,51570,102092,102093
d1utfh_,1utf,H:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1utfi_,1utf,I:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1utfj_,1utf,J:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1utfk_,1utf,K:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1utfl_,1utf,L:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1utfm_,1utf,M:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1utfn_,1utf,N:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1utfo_,1utf,O:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1utfp_,1utf,P:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1utfq_,1utf,Q:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1utfr_,1utf,R:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1utfs_,1utf,S:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1utft_,1utf,T:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1utfu_,1utf,U:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1utfv_,1utf,V:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtna_,1gtn,A:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtnb_,1gtn,B:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtnc_,1gtn,C:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtnd_,1gtn,D:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtne_,1gtn,E:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtnf_,1gtn,F:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtng_,1gtn,G:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtnh_,1gtn,H:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtni_,1gtn,I:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtnj_,1gtn,J:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtnk_,1gtn,K:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtnl_,1gtn,L:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtnm_,1gtn,M:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtnn_,1gtn,N:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtno_,1gtn,O:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtnp_,1gtn,P:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtnq_,1gtn,Q:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtnr_,1gtn,R:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtns_,1gtn,S:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtnt_,1gtn,T:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtnu_,1gtn,U:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1gtnv_,1gtn,V:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1qawa_,1qaw,A:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1qawb_,1qaw,B:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1qawc_,1qaw,C:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1qawd_,1qaw,D:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1qawe_,1qaw,E:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1qawf_,1qaw,F:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1qawg_,1qaw,G:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1qawh_,1qaw,H:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1qawi_,1qaw,I:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1qawj_,1qaw,J:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1qawk_,1qaw,K:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1pg6a_,1pg6,A:,b.82.5.2,48724,51181,51219,101995,101996,101997
d1h6wa1,1h6w,A:246-327,b.108.1.1,48724,69348,69349,69350,88691,88692
d1k28a2,1k28,A:362-584,b.108.1.2,48724,69348,69349,69353,69354,69355
d1v1ha1,1v1h,A:319-392,b.83.1.1,48724,51224,51225,51226,51227,51228
d1v1hb1,1v1h,B:319-392,b.83.1.1,48724,51224,51225,51226,51227,51228
d1v1hc1,1v1h,C:319-392,b.83.1.1,48724,51224,51225,51226,51227,51228
d1v1hd1,1v1h,D:319-392,b.83.1.1,48724,51224,51225,51226,51227,51228
d1v1he1,1v1h,E:319-392,b.83.1.1,48724,51224,51225,51226,51227,51228
d1v1hf1,1v1h,F:319-392,b.83.1.1,48724,51224,51225,51226,51227,51228
d1v1ia1,1v1i,A:319-393,b.83.1.1,48724,51224,51225,51226,51227,51228
d1v1ib1,1v1i,B:319-392,b.83.1.1,48724,51224,51225,51226,51227,51228
d1v1ic1,1v1i,C:319-391,b.83.1.1,48724,51224,51225,51226,51227,51228
d1qiua2,1qiu,A:319-395,b.83.1.1,48724,51224,51225,51226,51227,51228
d1qiub2,1qiu,B:319-395,b.83.1.1,48724,51224,51225,51226,51227,51228
d1qiuc2,1qiu,C:319-395,b.83.1.1,48724,51224,51225,51226,51227,51228
d1qiud2,1qiu,D:319-395,b.83.1.1,48724,51224,51225,51226,51227,51228
d1qiue2,1qiu,E:319-395,b.83.1.1,48724,51224,51225,51226,51227,51228
d1qiuf2,1qiu,F:319-395,b.83.1.1,48724,51224,51225,51226,51227,51228
d1kkea2,1kke,A:313-455,b.83.1.2,48724,51224,51225,69356,69357,69358
d1kkeb2,1kke,B:313-455,b.83.1.2,48724,51224,51225,69356,69357,69358
d1kkec2,1kke,C:313-455,b.83.1.2,48724,51224,51225,69356,69357,69358
d1s7ma_,1s7m,A:,b.144.1.1,48724,101998,101999,102000,102001,102002
d1s7mb_,1s7m,B:,b.144.1.1,48724,101998,101999,102000,102001,102002
d1s7mc_,1s7m,C:,b.144.1.1,48724,101998,101999,102000,102001,102002
d1s7md_,1s7m,D:,b.144.1.1,48724,101998,101999,102000,102001,102002
d1s7me_,1s7m,E:,b.144.1.1,48724,101998,101999,102000,102001,102002
d1s7mf_,1s7m,F:,b.144.1.1,48724,101998,101999,102000,102001,102002
d1h8ga_,1h8g,A:,b.109.1.1,48724,69359,69360,69361,69362,69363
d1h8gb_,1h8g,B:,b.109.1.1,48724,69359,69360,69361,69362,69363
d1hcxa_,1hcx,A:,b.109.1.1,48724,69359,69360,69361,69362,69363
d1hcxb_,1hcx,B:,b.109.1.1,48724,69359,69360,69361,69362,69363
d1gvma_,1gvm,A:,b.109.1.1,48724,69359,69360,69361,69362,69363
d1gvmb_,1gvm,B:,b.109.1.1,48724,69359,69360,69361,69362,69363
d1gvmc_,1gvm,C:,b.109.1.1,48724,69359,69360,69361,69362,69363
d1gvmd_,1gvm,D:,b.109.1.1,48724,69359,69360,69361,69362,69363
d1gvme_,1gvm,E:,b.109.1.1,48724,69359,69360,69361,69362,69363
d1gvmf_,1gvm,F:,b.109.1.1,48724,69359,69360,69361,69362,69363
d1h09a1,1h09,A:191-339,b.109.1.1,48724,69359,69360,69361,89422,89423
d1ukqa4,1ukq,A:1-406,c.1.8.1,51349,51350,51445,51446,51452,51453
d1ukqb4,1ukq,B:1-406,c.1.8.1,51349,51350,51445,51446,51452,51453
d1cxla4,1cxl,A:1-406,c.1.8.1,51349,51350,51445,51446,51452,51453
d1peza4,1pez,A:1-406,c.1.8.1,51349,51350,51445,51446,51452,51453
d1oima_,1oim,A:,c.1.8.4,51349,51350,51445,51521,51528,89475
d1oimb_,1oim,B:,c.1.8.4,51349,51350,51445,51521,51528,89475
d1oifa_,1oif,A:,c.1.8.4,51349,51350,51445,51521,51528,89475
d1oifb_,1oif,B:,c.1.8.4,51349,51350,51445,51521,51528,89475
d1oina_,1oin,A:,c.1.8.4,51349,51350,51445,51521,51528,89475
d1oinb_,1oin,B:,c.1.8.4,51349,51350,51445,51521,51528,89475
d1od0a_,1od0,A:,c.1.8.4,51349,51350,51445,51521,51528,89475
d1od0b_,1od0,B:,c.1.8.4,51349,51350,51445,51521,51528,89475
d1ug6a_,1ug6,A:,c.1.8.4,51349,51350,51445,51521,51528,89476
d1np2a_,1np2,A:,c.1.8.4,51349,51350,51445,51521,51528,89477
d1np2b_,1np2,B:,c.1.8.4,51349,51350,51445,51521,51528,89477
d1uwua_,1uwu,A:,c.1.8.4,51349,51350,51445,51521,51531,51532
d1uwub_,1uwu,B:,c.1.8.4,51349,51350,51445,51521,51531,51532
d1uwsa_,1uws,A:,c.1.8.4,51349,51350,51445,51521,51531,51532
d1uwsb_,1uws,B:,c.1.8.4,51349,51350,51445,51521,51531,51532
d1uwta_,1uwt,A:,c.1.8.4,51349,51350,51445,51521,51531,51532
d1uwtb_,1uwt,B:,c.1.8.4,51349,51350,51445,51521,51531,51532
d1uwqa_,1uwq,A:,c.1.8.4,51349,51350,51445,51521,51531,51532
d1uwqb_,1uwq,B:,c.1.8.4,51349,51350,51445,51521,51531,51532
d1uwra_,1uwr,A:,c.1.8.4,51349,51350,51445,51521,51531,51532
d1uwrb_,1uwr,B:,c.1.8.4,51349,51350,51445,51521,51531,51532
d1gowa_,1gow,A:,c.1.8.4,51349,51350,51445,51521,51531,51532
d1gowb_,1gow,B:,c.1.8.4,51349,51350,51445,51521,51531,51532
d1qvba_,1qvb,A:,c.1.8.4,51349,51350,51445,51521,51531,51533
d1qvbb_,1qvb,B:,c.1.8.4,51349,51350,51445,51521,51531,51533
d2hvm__,2hvm,,c.1.8.5,51349,51350,51445,51534,51535,51536
d1llo__,1llo,,c.1.8.5,51349,51350,51445,51534,51535,51536
d1kr0a_,1kr0,A:,c.1.8.5,51349,51350,51445,51534,51535,51536
d1kqza_,1kqz,A:,c.1.8.5,51349,51350,51445,51534,51535,51536
d1kqya_,1kqy,A:,c.1.8.5,51349,51350,51445,51534,51535,51536
d1kr1a_,1kr1,A:,c.1.8.5,51349,51350,51445,51534,51535,51536
d1hvq__,1hvq,,c.1.8.5,51349,51350,51445,51534,51535,51536
d1ta3a_,1ta3,A:,c.1.8.5,51349,51350,51445,51534,89478,89479
d1om0a_,1om0,A:,c.1.8.5,51349,51350,51445,51534,89478,89479
d1te1a_,1te1,A:,c.1.8.5,51349,51350,51445,51534,89478,89479
d1nar__,1nar,,c.1.8.5,51349,51350,51445,51534,51537,51538
d1cnv__,1cnv,,c.1.8.5,51349,51350,51445,51534,51537,51539
d2ebn__,2ebn,,c.1.8.5,51349,51350,51445,51534,51540,51541
d1eoka_,1eok,A:,c.1.8.5,51349,51350,51445,51534,51540,51542
d1eoma_,1eom,A:,c.1.8.5,51349,51350,51445,51534,51540,51542
d1edt__,1edt,,c.1.8.5,51349,51350,51445,51534,51540,51543
d1c8xa_,1c8x,A:,c.1.8.5,51349,51350,51445,51534,51540,51543
d1c8ya_,1c8y,A:,c.1.8.5,51349,51350,51445,51534,51540,51543
d1c90a_,1c90,A:,c.1.8.5,51349,51350,51445,51534,51540,51543
d1c90b_,1c90,B:,c.1.8.5,51349,51350,51445,51534,51540,51543
d1c3fa_,1c3f,A:,c.1.8.5,51349,51350,51445,51534,51540,51543
d1c93a_,1c93,A:,c.1.8.5,51349,51350,51445,51534,51540,51543
d1c92a_,1c92,A:,c.1.8.5,51349,51350,51445,51534,51540,51543
d1c91a_,1c91,A:,c.1.8.5,51349,51350,51445,51534,51540,51543
d1edqa2,1edq,"A:133-443,A:517-563",c.1.8.5,51349,51350,51445,51534,51544,51545
d1eiba2,1eib,"A:133-443,A:517-563",c.1.8.5,51349,51350,51445,51534,51544,51545
d1ffra2,1ffr,"A:133-443,A:517-563",c.1.8.5,51349,51350,51445,51534,51544,51545
d1k9ta2,1k9t,"A:133-443,A:517-561",c.1.8.5,51349,51350,51445,51534,51544,51545
d1ehna2,1ehn,"A:133-443,A:517-563",c.1.8.5,51349,51350,51445,51534,51544,51545
d1ffqa2,1ffq,"A:133-443,A:517-563",c.1.8.5,51349,51350,51445,51534,51544,51545
d1nh6a2,1nh6,"A:133-443,A:517-563",c.1.8.5,51349,51350,51445,51534,51544,51545
d1ctn_2,1ctn,"133-443,517-561",c.1.8.5,51349,51350,51445,51534,51544,51545
d1goia2,1goi,"A:3-291,A:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1goib2,1goi,"B:3-291,B:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1o6ia2,1o6i,"A:3-291,A:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1o6ib2,1o6i,"B:3-291,B:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1e6pa2,1e6p,"A:2-291,A:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1e6pb2,1e6p,"B:3-291,B:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1ogba2,1ogb,"A:2-291,A:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1ogbb2,1ogb,"B:2-291,B:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1ur9a2,1ur9,"A:3-291,A:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1ur9b2,1ur9,"B:2-291,B:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1e15a2,1e15,"A:3-291,A:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1e15b2,1e15,"B:4-291,B:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1gpfa2,1gpf,"A:3-291,A:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1gpfb2,1gpf,"B:3-291,B:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1ur8a2,1ur8,"A:3-291,A:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1ur8b2,1ur8,"B:3-291,B:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1h0ia2,1h0i,"A:3-291,A:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1h0ib2,1h0i,"B:3-291,B:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1e6za2,1e6z,"A:2-291,A:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1e6zb2,1e6z,"B:2-291,B:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1ogga2,1ogg,"A:3-291,A:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1oggb2,1ogg,"B:3-291,B:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1h0ga2,1h0g,"A:3-291,A:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1h0gb2,1h0g,"B:3-291,B:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1e6na2,1e6n,"A:3-291,A:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1e6nb2,1e6n,"B:3-291,B:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1e6ra2,1e6r,"A:3-291,A:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d1e6rb2,1e6r,"B:3-291,B:380-446",c.1.8.5,51349,51350,51445,51534,51546,51547
d6reqa1,6req,A:2-560,c.1.19.1,51349,51350,51703,51704,88709,88710
d1dehb2,1deh,B:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1mp0a2,1mp0,A:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1mp0b2,1mp0,B:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1hsza2,1hsz,A:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1hszb2,1hsz,B:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1htba2,1htb,A:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1htbb2,1htb,B:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1ma0a2,1ma0,A:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1ma0b2,1ma0,B:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1hdya2,1hdy,A:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1hdyb2,1hdy,B:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1hdxa2,1hdx,A:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1hdxb2,1hdx,B:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1hdza2,1hdz,A:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1hdzb2,1hdz,B:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1d1ta2,1d1t,A:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1d1tb2,1d1t,B:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1d1tc2,1d1t,C:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1d1td2,1d1t,D:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1mc5a2,1mc5,A:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1mc5b2,1mc5,B:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1d1sa2,1d1s,A:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1d1sb2,1d1s,B:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1d1sc2,1d1s,C:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1d1sd2,1d1s,D:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1teha2,1teh,A:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1tehb2,1teh,B:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1hsoa2,1hso,A:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1hsob2,1hso,B:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d3huda2,3hud,A:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d3hudb2,3hud,B:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1agna2,1agn,A:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1agnb2,1agn,B:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1agnc2,1agn,C:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1agnd2,1agn,D:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1e3ia2,1e3i,A:168-341,c.2.1.1,51349,51734,51735,51736,51737,51740
d1e3ib2,1e3i,B:168-341,c.2.1.1,51349,51734,51735,51736,51737,51740
d1e3ea2,1e3e,A:168-341,c.2.1.1,51349,51734,51735,51736,51737,51740
d1e3eb2,1e3e,B:168-341,c.2.1.1,51349,51734,51735,51736,51737,51740
d1e3la2,1e3l,A:168-341,c.2.1.1,51349,51734,51735,51736,51737,51740
d1e3lb2,1e3l,B:168-341,c.2.1.1,51349,51734,51735,51736,51737,51740
d1p0ca2,1p0c,A:1164-1337,c.2.1.1,51349,51734,51735,51736,51737,89511
d1p0cb2,1p0c,B:2164-2337,c.2.1.1,51349,51734,51735,51736,51737,89511
d1p0fa2,1p0f,A:1164-1337,c.2.1.1,51349,51734,51735,51736,51737,89511
d1p0fb2,1p0f,B:2164-2337,c.2.1.1,51349,51734,51735,51736,51737,89511
d1cdoa2,1cdo,A:165-339,c.2.1.1,51349,51734,51735,51736,51737,51741
d1cdob2,1cdo,B:165-339,c.2.1.1,51349,51734,51735,51736,51737,51741
d1jvba2,1jvb,A:144-313,c.2.1.1,51349,51734,51735,51736,51737,82286
d1ntoa2,1nto,A:144-313,c.2.1.1,51349,51734,51735,51736,51737,82286
d1ntob2,1nto,B:144-313,c.2.1.1,51349,51734,51735,51736,51737,82286
d1ntoc2,1nto,C:144-313,c.2.1.1,51349,51734,51735,51736,51737,82286
d1ntod2,1nto,D:144-313,c.2.1.1,51349,51734,51735,51736,51737,82286
d1ntoe2,1nto,E:144-313,c.2.1.1,51349,51734,51735,51736,51737,82286
d1ntoh2,1nto,H:144-313,c.2.1.1,51349,51734,51735,51736,51737,82286
d1nvga2,1nvg,A:144-313,c.2.1.1,51349,51734,51735,51736,51737,82286
d1r37a2,1r37,A:144-313,c.2.1.1,51349,51734,51735,51736,51737,82286
d1r37b2,1r37,B:144-313,c.2.1.1,51349,51734,51735,51736,51737,82286
d1h2ba2,1h2b,A:155-326,c.2.1.1,51349,51734,51735,51736,51737,102121
d1h2bb2,1h2b,B:155-326,c.2.1.1,51349,51734,51735,51736,51737,102121
d1llua2,1llu,A:144-309,c.2.1.1,51349,51734,51735,51736,51737,102122
d1llub2,1llu,B:144-309,c.2.1.1,51349,51734,51735,51736,51737,102122
d1lluc2,1llu,C:144-309,c.2.1.1,51349,51734,51735,51736,51737,102122
d1llud2,1llu,D:144-309,c.2.1.1,51349,51734,51735,51736,51737,102122
d1llue2,1llu,E:144-309,c.2.1.1,51349,51734,51735,51736,51737,102122
d1lluf2,1llu,F:144-309,c.2.1.1,51349,51734,51735,51736,51737,102122
d1llug2,1llu,G:144-309,c.2.1.1,51349,51734,51735,51736,51737,102122
d1lluh2,1llu,H:144-309,c.2.1.1,51349,51734,51735,51736,51737,102122
d1rjwa2,1rjw,A:138-305,c.2.1.1,51349,51734,51735,51736,51737,102123
d1rjwb2,1rjw,B:138-305,c.2.1.1,51349,51734,51735,51736,51737,102123
